品名,單位,重量,熱量
Twix,1包,,287
UCC Original milk coffee,,250 ml,68.8
金錢魚,金鼓,變心苦),,100克,196
尼羅吳郭魚,,100克,143
花尾鷹羽鯛,金花),,100克,116
大眼金梭魚,尖梭),,100克,157
寒鯛,,100克,81
薔薇離鰭鯛,,100克,93
線紋鸚哥魚,,100克,70
線紋鸚哥魚,,100克,91
三棘天狗鯛,琵琶魚),,100克,93
臭都魚,象魚),,100克,164
台灣馬加,頭魠,白腹仔),,100克,180
正鰹,,100克,149
花腹鯖,,100克,144
高麗鰆,,100克,119
大目鮪,,100克,103
瓜子鯧,,100克,156
瓜子鯧,,100克,153
鱺魚,雷魚),,100克,119
薄葉單棘魨,白達仔),,100克,76
黑鯖河魨,,100克,77
土犢鰆,,100克,176
大口逆鉤,,100克,103
仙女魚,,100克,104
四絲馬,,100克,110
白鱸,,100克,76
杜氏橄欖粗皮鯛,,100克,137
星,,100克,91
海鱸,,100克,125
魚,,100克,83
深海角魚,,100克,80
斑駁纓唇牛舌魚,鰨沙),,100克,92
黃臘,,100克,190
龍鬚簑,虎,,100克,79
藍點紅鱠,,100克,83
異鱗蛇鯖,,100克,263
鯊魚翅,,100克,174
魚脯,,100克,104
魚肉鬆,,100克,467
旗魚鬆,,100克,473
鮭魚鬆,,100克,451
鮪魚片,,100克,94
鮪魚香腸,,100克,335
鹹馧仔,,100克,222
小天狗剌螺,,100克,80
文蜆,,100克,87
正牡蠣,,100克,83
牡蠣干,,100克,335
海蛤,,100克,25
真烏賊,,100克,71
大頭蝦,,100克,93
憂鬱管鞭蝦,,100克,85
鬚赤對蝦,,100克,89
長角仿對蝦,,100克,79
日本對蝦,雷公蝦),,100克,86
草對蝦,,100克,98
羅氏沼蝦,,100克,83
米諾蝦,,100克,74
相模角蝦,,100克,74
粗皮龍蝦,,100克,91
螳螂蝦,蝦猴),,100克,63
旭蟹,,100克,78
白海參,,100克,28
小三角油豆腐,,100克,138
麻油辣腐乳,,100克,95
小方豆干,,100克,160
五香豆干,,100克,191
干絲,,100克,169
日式炸豆皮,,100克,385
豆漿粉,,100克,431
黑豆漿,,100克,39
加鈣豆漿,,100克,58
鹹豆漿,,100克,37
豆奶,,100克,55
DHA豆奶,,100克,43
素肉鬆,,100克,453
素肉羹,,100克,62
素食全雞,,100克,227
高纖胚芽冬粉,,100克,361
冷凍毛豆,,100克,132
花蓮豆,,100克,49
敏豆,,100克,34
冷凍菜豆,,100克,61
綠豆仁,,100克,342
綠豆粉,,100克,344
豌豆罐頭,,100克,139
冷凍豌豆,,100克,129
醋豆子,,100克,228
蠶豆,,100克,503
甘納豆,,100克,314
綠豆湯,,100克,59
豌豆果,,100克,428
紅豆湯,,100克,72
紅豆糊,,100克,402
烘烤黑豆,,100克,464
黑豆粉,,100克,456
蠶豆,,100克,452
低鈉鹽,,100克,11
高鮮味精,,100克,396
美極鮮味露,,100克,81
鮮雞精,,100克,265
大骨汁,,100克,49
素食高湯,,100克,17
雞湯塊,,100克,338
低鹽醬油,,100克,77
無鹽醬油,,100克,56
壺底油精,,100克,117
壺底油膏,,100克,124
黑豆蔭油,,100克,128
薏仁醬油,,100克,83
醬油露,,100克,89
素食烏醋,,100克,47
純米醋,,100克,24
高梁醋,,100克,27
壽司醋,,100克,188
薏仁醋,,100克,28
山葵粉,,100克,384
炸排粉,,100克,341
炸雞粉,,100克,331
蒸肉粉,,100克,347
熱狗粉,,100克,353
牛排醬,,100克,129
幼滑蝦醬,,100克,99
米豆醬,,100克,128
素肉燥,,100克,479
無蛋沙拉,,100克,475
沙茶粉,,100克,503
辣豆瓣醬,,100克,100
芥茉醬,,100克,77
洋蔥麵包醬,,100克,274
韭花醬,,100克,29
海苔醬,,100克,222
排骨醬,,100克,219
麻婆醬,,100克,189
朝鮮醬,,100克,105
蒜味豆豉醬,,100克,268
蒜蓉醬,,100克,279
薑蓉醬,,100克,64
蘑菇醬,,100克,58
生鹹蛋,,100克,181
鹹鴨蛋黃,,100克,548
紅面番鴨蛋,,100克,198
AE強化蛋,,100克,134
DHA智慧蛋,,100克,130
DHA智慧蛋,,100克,133
DHA智慧蛋,,100克,327
低膽固醇雞蛋,,100克,143
清血蛋,,100克,213
豐力蛋,,100克,134
土雞皮蛋,,100克,122
五香滷蛋,,100克,186
茶碗蒸,,100克,53
蒸蛋,,100克,43
雞蛋皮蛋,,100克,129
鐵蛋,,100克,286
鴿蛋,,100克,96
鵪鶉皮蛋,,100克,158
鵪鶉鐵蛋,,100克,436
乾海帶,,100克,224
冷凍胡蘿蔔,,100克,13
醃漬蘿蔔,,100克,121
筍茸,,100克,230
冷凍竹筍,,100克,17
竹筍罐頭,,100克,34
半天筍,,100克,31
荸齊,,100克,79
醃漬嫩薑,,100克,21
綠蘆筍果汁,,100克,35
綠蘆筍罐頭,,100克,20
鵝菜心,,100克,16
醃漬鵝菜心,,100克,64
韭菜黃,,100克,17
川七,,100克,12
冷凍高麗菜,,100克,35
高麗菜乾,,100克,180
香芫荽,,100克,23
皇冠菜,,100克,40
冷凍菠菜,,100克,17
黑甜菜,,100克,26
鵝仔白菜,,100克,13
冷凍花椰菜,,100克,21
冷凍青花菜,,100克,28
金針菜,,100克,32
絲瓜花,,100克,31
醃漬冬瓜,,100克,24
玉米筍罐頭,,100克,26
花胡瓜,,100克,15
醃漬花胡瓜,,100克,83
醃漬苦瓜,,100克,68
葫蘆瓜,,100克,20
榨菜罐頭,,100克,22
蕃茄罐頭,,100克,34
白皮蛇瓜,,100克,19
角菜,,100克,41
芥藍菜嬰,,100克,26
青葙,,100克,50
昭和草,,100克,26
香樁,,100克,99
高麗菜芽,,100克,33
野苦瓜,,100克,36
野苦瓜嫩梢,,100克,77
野莧,,100克,41
過溝菜蕨,,100克,30
綠皮蛇瓜,,100克,32
翠玉白菜芽,,100克,120
龍延草,,100克,79
蕗蕎,,100克,10
冷凍木耳,,100克,51
金針菇罐頭,,100克,24
醃漬金針菇,,100克,24
冷凍洋菇,,100克,39
洋菇罐頭,,100克,34
醃漬香菇,,100克,50
草菇罐頭,,100克,31
蠔菇罐頭,,100克,31
白木耳罐,,100克,49
牛肉條,,100克,250
牛後腿股肉,,100克,153
牛肉三明治火腿,,100克,121
牛肉干,,100克,335
烤牛肉乾,,100克,320
山羊肉,,100克,123
大排,,100克,214
小排,,100克,249
豬舌肉,,100克,225
豬肝連,,100克,254
豬前腿肉,,100克,124
豬前腿瘦肉,,100克,115
豬後腿瘦肉,,100克,114
萬巒豬腳,,100克,251
膽肝,,100克,250
醃燻豬肝,,100克,166
豬腎,,100克,64
炸排骨,,100克,251
豬肉干,,100克,328
豬肉乾,,100克,325
豬肉絨,,100克,438
豬肉酥,,100克,546
DHA火腿,,100克,151
三層煙肉,,100克,404
小巧香腸,,100克,366
西式火腿,,100克,138
蒜味香腸,,100克,431
蒟蒻香腸,,100克,287
紅面正番鴨,,100克,224
雞肉香腸,,100克,455
茶鵝,,100克,353
蛇肉,,100克,85
方糖,,100克,385
果寡糖,,100克,300
紅砂糖,,100克,385
口香糖,,100克,424
黑巧克力,,100克,546
M&M牛奶巧克力,,100克,481
七七乳加巧克力,,100克,484
金莎巧克力,,100克,583
牛奶糖,,100克,417
巧克力牛奶糖,,100克,410
牛軋糖,,100克,459
鮮乳糖,,100克,430
巧克力鮮乳糖,,100克,428
白芝麻糖,,100克,517
黑芝麻糖,,100克,513
冬瓜糖磚,,100克,370
花生貢糖,,100克,495
紅豆球,,100克,348
綠豆球,,100克,343
枇杷糖,,100克,391
苦茶糖,,100克,393
蓮藕糖,,100克,392
薑糖,,100克,357
核棗糕,,100克,422
乳酸球,,100克,471
健素糖,,100克,388
情人糖,,100克,400
粒舒糖,,100克,383
瑞士糖,,100克,373
QQ軟糖,,100克,340
水果軟糖,,100克,404
軟糖,,100克,339
果凍,,100克,89
小羊羹,,100克,287
檸檬C片,,100克,396
夾心餅乾,,100克,495
泡芙,,100克,589
蛋捲,,100克,541
巧克力蛋糕,,100克,340
乳酪蛋糕,,100克,280
起司蛋糕,,100克,338
蜂蜜蛋糕,,100克,360
棺材板,,100克,262
大餅包小餅,,100克,373
太陽餅,,100克,460
月餅,,100克,416
鹹麻薯,,100克,246
牛舌餅,,100克,402
芋仔餅,,100克,351
恩典酥,,100克,520
蛋黃芋酥,,100克,215
蛋黃酥,,100克,461
綠豆凸,,100克,389
鳳梨酥,,100克,502
鳳眼糕,,100克,377
鳳蜜酥,,100克,218
豬油栳,,100克,432
燒餅,,100克,320
蕃薯餅,,100克,328
蘿蔔酥,,100克,439
油豆腐粉絲,,100克,145
糯小米,,100克,369
麥片,,100克,406
麥芽飲品,,100克,394
養生麥粉,,100克,401
麵茶粉,,100克,415
衛生油麵,,100克,164
衛生油麵,,100克,160
鍋燒麵,,100克,122
鍋燒麵,,100克,116
麵腸,,100克,136
麵筋,,100克,638
白土司麵包,,100克,299
奶酥麵包,,100克,372
菠蘿麵包,,100克,386
白玉米,,100克,66
冷凍玉米,,100克,174
玉米仁,,100克,370
穀類早餐食品,,100克,385
稻米,,100克,353
稻米,,100克,355
稻米,,100克,356
稻米,,100克,354
稻米,,100克,355
蓬萊有機米,,100克,352
加鈣米,,100克,355
長糯,,100克,356
圓糯,,100克,358
甜酒釀,,100克,176
濁水米粉,,100克,355
綜合穀類粉,,100克,414
胚芽米果,,100克,495
米漿飲料,,100克,71
免煮飯,,100克,168
糙米片隨身包,,100克,409
糙米漿,,100克,72
黑米漿,,100克,50
傳統年糕,,100克,240
寧波年糕,,100克,218
廣式芋頭粿,,100克,118
廣式蘿蔔糕,,100克,139
速食粥,,100克,351
糯高梁,,100克,362
即食燕麥片,,100克,405
燕麥粥,,100克,380
蕎麥仁,,100克,356
油炸脫水甘薯,,100克,521
甘薯蜜餞,,100克,344
甘藷條,,100克,186
冷凍薯條,,100克,156
香脆薯條,,100克,147
冷凍芋頭,,100克,147
樹薯粉,,100克,352
蓮藕粉,,100克,352
牛油,,100克,892
清香油,,100克,893
低卡洛里奶油,,100克,222
動物性奶油,,100克,679
100% 純花生油,,100克,883
100%米油,,100克,883
蓬萊米油,,100克,883
DHA葵花油,,100克,883
優質葵花油,,100克,883
玉米油,,100克,883
卵磷脂沙拉油,,100克,880
強化ADEF沙拉油,,100克,883
油菜仔油,,100克,883
芥花油,,100克,883
青橄欖油,,100克,883
保健油,,100克,883
南瓜油,,100克,883
紅花籽油,,100克,883
紅花籽油,,100克,883
苦茶油,,100克,882
核桃油,,100克,883
烤酥油,,100克,883
純芝麻油,,100克,882
調合麻油,,100克,883
棕櫚油[素清香],,100克,883
棕櫚油[寶素齋],,100克,883
植物性奶油,,100克,674
椰子油,,100克,883
